InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
567165,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,1,18-09-2011 11:58,3.29,17841.0,United Kingdom
570680,22631,CIRCUS PARADE LUNCH BOX ,2,11-10-2011 15:36,1.95,13969.0,United Kingdom
569491,85054,FRENCH ENAMEL POT W LID,2,04-10-2011 13:25,2.95,14056.0,United Kingdom
575765,23320,GIANT 50'S CHRISTMAS CRACKER,12,11-11-2011 11:02,2.89,17730.0,United Kingdom
560368,22692,DOORMAT WELCOME TO OUR HOME,2,18-07-2011 12:25,7.95,17841.0,United Kingdom
577355,22697,GREEN REGENCY TEACUP AND SAUCER,6,18-11-2011 15:53,2.95,14911.0,EIRE
572913,21889,WOODEN BOX OF DOMINOES,3,26-10-2011 16:21,1.25,15993.0,United Kingdom
537622,22440,BALLOON WATER BOMB PACK OF 35,1,07-12-2010 14:30,0.42,13173.0,United Kingdom
543734,22457,NATURAL SLATE HEART CHALKBOARD ,6,11-02-2011 12:22,2.95,17512.0,United Kingdom
566912,21770,OPEN CLOSED METAL SIGN,2,15-09-2011 14:05,4.95,14367.0,United Kingdom
551001,21937,STRAWBERRY   PICNIC BAG,24,26-04-2011 09:31,2.95,13408.0,United Kingdom
544657,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",4,22-02-2011 13:08,4.95,14895.0,United Kingdom
579188,23349,ROLL WRAP VINTAGE CHRISTMAS,12,28-11-2011 15:34,1.25,12748.0,United Kingdom
560527,22662,LUNCH BAG DOLLY GIRL DESIGN,10,19-07-2011 11:57,1.65,15727.0,United Kingdom
549667,22197,SMALL POPCORN HOLDER,12,11-04-2011 12:20,0.85,14911.0,EIRE
550477,21167,WHITE SAGE INCENSE,25,18-04-2011 14:01,0.21,17338.0,United Kingdom
571846,79160,HEART SHAPE WIRELESS DOORBELL,1,19-10-2011 12:35,2.1,17841.0,United Kingdom
572912,23341,PINK DINER WALL CLOCK,1,26-10-2011 16:07,8.5,16915.0,United Kingdom
545685,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,2,06-03-2011 11:55,2.95,14499.0,United Kingdom
561007,22607,WOODEN ROUNDERS GARDEN SET ,2,22-07-2011 15:21,9.95,15640.0,United Kingdom
574964,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,08-11-2011 10:29,0.55,13329.0,United Kingdom
556329,22766,PHOTO FRAME CORNICE,1,10-06-2011 11:28,2.95,14573.0,United Kingdom
544944,21411,GINGHAM HEART  DOORSTOP RED,4,25-02-2011 10:46,4.25,14541.0,United Kingdom
558634,48194,DOORMAT HEARTS,2,30-06-2011 19:27,7.95,14506.0,United Kingdom
569424,22386,JUMBO BAG PINK POLKADOT,3,04-10-2011 10:49,2.08,15529.0,United Kingdom
551833,21989,PACK OF 20 SKULL PAPER NAPKINS,12,04-05-2011 13:12,0.85,16779.0,United Kingdom
545655,22382,LUNCH BAG SPACEBOY DESIGN ,1,04-03-2011 13:58,1.65,14670.0,United Kingdom
566922,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,6,15-09-2011 14:58,4.95,16156.0,United Kingdom
545719,21877,HOME SWEET HOME MUG,12,07-03-2011 10:28,1.25,13344.0,United Kingdom
562258,20979,36 PENCILS TUBE RED RETROSPOT,2,03-08-2011 15:28,1.25,16348.0,United Kingdom
576899,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,24,17-11-2011 08:49,1.25,14911.0,EIRE
540268,84836,ZINC METAL HEART DECORATION,12,06-01-2011 11:25,1.25,13458.0,United Kingdom
556529,23209,LUNCH BAG DOILEY PATTERN ,10,13-06-2011 11:41,1.65,12714.0,France
569691,23372,SET 36 COLOUR PENCILS DOLLY GIRL,16,05-10-2011 15:09,1.25,18223.0,United Kingdom
565204,23275,SET OF 3 HANGING OWLS OLLIE BEAK,12,01-09-2011 16:45,1.25,15829.0,United Kingdom
540267,22378,WALL TIDY RETROSPOT ,60,06-01-2011 11:12,0.85,12415.0,Australia
538625,22553,PLASTERS IN TIN SKULLS,4,13-12-2010 12:50,1.65,14544.0,United Kingdom
536782,22379,RECYCLING BAG RETROSPOT ,5,02-12-2010 15:18,2.1,17567.0,United Kingdom
564353,21498,RED RETROSPOT WRAP ,25,24-08-2011 15:08,0.42,15764.0,United Kingdom
567865,23445,ICE CREAM BUBBLES,200,22-09-2011 14:11,0.72,17311.0,United Kingdom
545534,47566,PARTY BUNTING,4,03-03-2011 14:05,4.95,17652.0,United Kingdom
577484,21810,CHRISTMAS HANGING STAR WITH BELL,48,20-11-2011 11:52,0.39,13536.0,United Kingdom
558067,22908,PACK OF 20 NAPKINS RED APPLES,24,24-06-2011 15:51,0.85,14156.0,EIRE
569848,22712,CARD DOLLY GIRL ,12,06-10-2011 13:48,0.42,16316.0,United Kingdom
556538,22960,JAM MAKING SET WITH JARS,6,13-06-2011 12:42,4.25,15845.0,United Kingdom
577778,23439,HAND WARMER RED LOVE HEART,2,21-11-2011 16:10,2.1,16549.0,United Kingdom
575089,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,08-11-2011 14:02,0.85,13437.0,United Kingdom
568346,22847,BREAD BIN DINER STYLE IVORY,1,26-09-2011 15:28,33.29,14096.0,United Kingdom
538508,22752,SET 7 BABUSHKA NESTING BOXES,3,12-12-2010 13:32,8.5,15998.0,United Kingdom
544106,85188A,GREEN METAL SWINGING BUNNY,24,16-02-2011 10:47,0.85,14530.0,United Kingdom
566275,22752,SET 7 BABUSHKA NESTING BOXES,1,11-09-2011 13:58,8.5,16549.0,United Kingdom
572914,22144,CHRISTMAS CRAFT LITTLE FRIENDS,12,26-10-2011 16:25,2.1,12948.0,United Kingdom
576560,21154,RED RETROSPOT OVEN GLOVE ,2,15-11-2011 13:21,1.25,12877.0,United Kingdom
578808,20767,BLUE PAISLEY JOURNAL ,1,25-11-2011 13:23,2.55,16327.0,United Kingdom
575856,47578A,ENGLISH ROSE SMALL SCENTED FLOWER,2,11-11-2011 12:28,0.85,16386.0,United Kingdom
538369,90200D,PINK SWEETHEART BRACELET,1,12-12-2010 11:06,4.25,17251.0,United Kingdom
570653,16014,SMALL CHINESE STYLE SCISSOR,10,11-10-2011 13:49,0.42,14710.0,United Kingdom
543484,POST,POSTAGE,3,09-02-2011 10:11,18.0,12721.0,France
574715,23439,HAND WARMER RED LOVE HEART,12,06-11-2011 14:33,2.1,14135.0,United Kingdom
550351,21086,SET/6 RED SPOTTY PAPER CUPS,12,18-04-2011 10:20,0.65,15491.0,United Kingdom
569900,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,06-10-2011 16:17,1.65,17651.0,United Kingdom
563196,82494L,WOODEN FRAME ANTIQUE WHITE ,6,12-08-2011 16:54,2.95,14406.0,United Kingdom
558623,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,30-06-2011 16:52,0.55,12395.0,Belgium
545688,22189,CREAM HEART CARD HOLDER,2,06-03-2011 12:42,3.95,16033.0,United Kingdom
556206,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,12,09-06-2011 13:46,2.1,14911.0,EIRE
578698,22383,LUNCH BAG SUKI DESIGN ,10,25-11-2011 10:20,1.65,12620.0,France
573150,23247,BISCUIT TIN 50'S CHRISTMAS,4,27-10-2011 20:07,2.89,15014.0,United Kingdom
560118,21422,PORCELAIN ROSE SMALL,16,15-07-2011 10:21,0.85,16818.0,United Kingdom
580727,22357,KINGS CHOICE BISCUIT TIN,1,05-12-2011 17:17,4.13,14096.0,United Kingdom
557304,23065,LARGE DECO JEWELLERY STAND,3,19-06-2011 14:40,12.5,16326.0,United Kingdom
575607,22615,PACK OF 12 CIRCUS PARADE TISSUES ,1,10-11-2011 12:37,0.83,14096.0,United Kingdom
559703,22916,HERB MARKER THYME,200,12-07-2011 09:11,0.65,16989.0,United Kingdom
557878,20723,STRAWBERRY CHARLOTTE BAG,10,23-06-2011 13:13,0.85,16940.0,United Kingdom
570649,22142,CHRISTMAS CRAFT WHITE FAIRY ,12,11-10-2011 13:12,1.45,17659.0,United Kingdom
554993,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,3,29-05-2011 14:13,2.55,17051.0,United Kingdom
540093,84030E,ENGLISH ROSE HOT WATER BOTTLE,1,04-01-2011 15:24,4.25,16725.0,United Kingdom
577782,20971,PINK BLUE FELT CRAFT TRINKET BOX,1,21-11-2011 16:17,1.25,16549.0,United Kingdom
538639,22662,LUNCH BAG DOLLY GIRL DESIGN,1,13-12-2010 14:24,1.65,17179.0,United Kingdom
C574894,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-6,07-11-2011 14:43,2.95,12597.0,Spain
550622,22499,WOODEN UNION JACK BUNTING,12,19-04-2011 13:49,5.95,13735.0,United Kingdom
555564,20992,JAZZ HEARTS PURSE NOTEBOOK,3,05-06-2011 15:01,0.39,15005.0,United Kingdom
545991,21166,COOK WITH WINE METAL SIGN ,4,08-03-2011 13:12,2.08,15311.0,United Kingdom
545721,21563,RED HEART SHAPE LOVE BUCKET ,1,07-03-2011 10:52,2.95,15039.0,United Kingdom
554275,23107,WHITE HEARTS WIRE PLANT POT HOLDER,3,23-05-2011 13:17,2.89,14903.0,United Kingdom
580432,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,12,04-12-2011 12:14,2.95,13153.0,United Kingdom
577527,22274,FELTCRAFT DOLL EMILY,3,20-11-2011 13:40,2.95,17523.0,United Kingdom
580705,22973,CHILDREN'S CIRCUS PARADE MUG,12,05-12-2011 16:28,1.65,12683.0,France
549944,21718,RED METAL BEACH SPADE ,12,13-04-2011 12:23,1.25,14262.0,United Kingdom
557790,21169,YOU'RE CONFUSING ME METAL SIGN ,6,22-06-2011 16:33,1.69,14099.0,United Kingdom
575692,23211,RED ROCKING HORSE HAND PAINTED,2,10-11-2011 16:27,1.25,12508.0,France
577633,22179,SET 10 NIGHT OWL LIGHTS,6,21-11-2011 10:35,6.75,14194.0,United Kingdom
C559608,22601,CHRISTMAS RETROSPOT ANGEL WOOD,-1,11-07-2011 11:44,0.85,14690.0,United Kingdom
568201,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,3,25-09-2011 14:58,2.1,14712.0,United Kingdom
577500,23571,TRADITIONAL NAUGHTS & CROSSES,1,20-11-2011 12:30,1.65,14052.0,United Kingdom
565649,22262,FELT EGG COSY CHICKEN,3,05-09-2011 16:27,0.85,16712.0,United Kingdom
550352,22199,FRYING PAN RED RETROSPOT,2,18-04-2011 10:21,4.25,16719.0,United Kingdom
556781,22653,BUTTON BOX ,10,14-06-2011 12:47,1.95,13384.0,United Kingdom
561685,22301,COFFEE MUG CAT + BIRD DESIGN,12,28-07-2011 19:46,2.55,14315.0,United Kingdom
581138,20719,WOODLAND CHARLOTTE BAG,100,07-12-2011 13:17,0.72,12950.0,United Kingdom
564373,22627,MINT KITCHEN SCALES,6,25-08-2011 09:56,8.5,15290.0,United Kingdom
548459,22457,NATURAL SLATE HEART CHALKBOARD ,6,31-03-2011 11:57,2.95,14890.0,United Kingdom
553142,21936,RED RETROSPOT PICNIC BAG,2,13-05-2011 13:05,2.95,14527.0,United Kingdom
545634,22846,BREAD BIN DINER STYLE RED ,2,04-03-2011 12:12,16.95,14911.0,EIRE
541206,22489,PACK OF 12 TRADITIONAL CRAYONS,288,14-01-2011 12:24,0.36,14646.0,Netherlands
537135,21621,VINTAGE UNION JACK BUNTING,2,05-12-2010 12:35,8.5,17059.0,United Kingdom
544804,84050,PINK HEART SHAPE EGG FRYING PAN,6,23-02-2011 14:40,1.65,17504.0,United Kingdom
C572855,23175,REGENCY MILK JUG PINK ,-1,26-10-2011 12:28,3.25,15215.0,United Kingdom
567943,23396,LE JARDIN BOTANIQUE CUSHION COVER,3,22-09-2011 19:33,3.75,14702.0,United Kingdom
543470,21125,SET 6 FOOTBALL CELEBRATION CANDLES,12,08-02-2011 14:58,1.25,16951.0,United Kingdom
560503,22605,WOODEN CROQUET GARDEN SET,1,19-07-2011 11:40,14.95,17682.0,United Kingdom
558196,21908,CHOCOLATE THIS WAY METAL SIGN,5,27-06-2011 12:38,2.1,16033.0,United Kingdom
563227,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,48,14-08-2011 15:33,1.25,14301.0,United Kingdom
574080,22112,CHOCOLATE HOT WATER BOTTLE,2,02-11-2011 16:29,4.95,16348.0,United Kingdom
564740,82600,NO SINGING METAL SIGN,1,28-08-2011 14:39,2.1,14044.0,United Kingdom
538255,15056BL,EDWARDIAN PARASOL BLACK,3,10-12-2010 12:33,5.95,14911.0,EIRE
571667,22082,RIBBON REEL STRIPES DESIGN ,5,18-10-2011 13:04,1.65,14554.0,United Kingdom
552185,47590B,PINK HAPPY BIRTHDAY BUNTING,3,06-05-2011 13:52,5.45,12921.0,United Kingdom
568379,21137,BLACK RECORD COVER FRAME,4,27-09-2011 09:05,3.75,16626.0,United Kingdom
560650,22616,PACK OF 12 LONDON TISSUES ,5,20-07-2011 11:38,0.29,15529.0,United Kingdom
571188,21872,GLAMOROUS  MUG,12,14-10-2011 11:42,1.25,12783.0,Portugal
558567,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,30-06-2011 14:37,2.08,14191.0,United Kingdom
559549,22384,LUNCH BAG PINK POLKADOT,1,10-07-2011 15:25,1.65,13230.0,United Kingdom
543009,21156,RETROSPOT CHILDRENS APRON,10,02-02-2011 13:11,1.95,18041.0,United Kingdom
561798,23245,SET OF 3 REGENCY CAKE TINS,4,29-07-2011 13:39,4.95,14911.0,EIRE
548568,22627,MINT KITCHEN SCALES,1,01-04-2011 10:43,0.76,14543.0,United Kingdom
547209,21981,PACK OF 12 WOODLAND TISSUES ,24,21-03-2011 14:44,0.29,13081.0,United Kingdom
577252,23331,DECORATIVE WICKER HEART SMALL,5,18-11-2011 12:22,0.63,18034.0,United Kingdom
557798,84836,ZINC METAL HEART DECORATION,24,23-06-2011 09:38,1.25,16187.0,United Kingdom
545399,22079,RIBBON REEL HEARTS DESIGN ,10,02-03-2011 11:48,1.65,14934.0,Channel Islands
566279,17136A,BLUE STONES ON WIRE FOR CANDLE,24,11-09-2011 14:09,0.08,14432.0,United Kingdom
580136,21243,PINK POLKADOT PLATE ,2,01-12-2011 19:42,1.69,17841.0,United Kingdom
563180,22464,HANGING METAL HEART LANTERN,12,12-08-2011 14:25,1.65,16209.0,United Kingdom
575475,22595,GINGHAM HEART DECORATION,12,09-11-2011 16:03,0.85,17702.0,United Kingdom
561868,20717,STRAWBERRY SHOPPER BAG,2,31-07-2011 11:26,1.25,16813.0,United Kingdom
576927,23292,SPACEBOY CHILDRENS CUP,8,17-11-2011 11:02,1.25,12567.0,France
568193,23293,SET OF 12 FAIRY CAKE BAKING CASES,1,25-09-2011 14:37,0.83,17107.0,United Kingdom
571035,22585,PACK OF 6 BIRDY GIFT TAGS,12,13-10-2011 12:50,1.25,12446.0,RSA
565682,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,4,06-09-2011 10:42,0.55,14796.0,United Kingdom
539039,21179,NO JUNK MAIL METAL SIGN,24,15-12-2010 15:00,1.25,13124.0,United Kingdom
548714,82578,KITCHEN METAL SIGN,3,03-04-2011 15:07,0.55,17337.0,United Kingdom
576053,22567,20 DOLLY PEGS RETROSPOT,2,13-11-2011 14:53,1.45,16726.0,United Kingdom
570116,22383,LUNCH BAG SUKI DESIGN ,3,07-10-2011 12:38,1.65,12856.0,United Kingdom
545681,47567B,TEA TIME KITCHEN APRON,3,06-03-2011 11:28,5.95,16923.0,United Kingdom
578266,22279,POCKET BAG BLUE PAISLEY RED SPOT,5,23-11-2011 13:34,1.25,12748.0,United Kingdom
576688,22966,GINGERBREAD MAN COOKIE CUTTER,12,16-11-2011 12:16,1.25,16717.0,United Kingdom
547253,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,2,22-03-2011 10:44,3.75,13869.0,United Kingdom
569219,23390,DOLLY GIRL MINI BACKPACK,1,02-10-2011 13:01,4.15,13558.0,United Kingdom
573769,23427,STOOL HOME SWEET HOME ,1,01-11-2011 10:04,12.5,13292.0,United Kingdom
575766,23199,JUMBO BAG APPLES,2,11-11-2011 11:06,2.08,12856.0,United Kingdom
564729,22208,WOOD STAMP SET THANK YOU,2,28-08-2011 12:44,0.83,13137.0,United Kingdom
556746,21039,RED RETROSPOT SHOPPING BAG,6,14-06-2011 12:08,2.55,17644.0,United Kingdom
570082,21015,DARK BIRD HOUSE TREE DECORATION,24,07-10-2011 11:19,0.29,12524.0,Germany
547649,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,1,24-03-2011 12:02,9.95,18118.0,United Kingdom
577751,84879,ASSORTED COLOUR BIRD ORNAMENT,8,21-11-2011 14:34,1.69,12904.0,United Kingdom
578074,23570,TRADITIONAL PICK UP STICKS GAME ,4,22-11-2011 16:06,1.25,17590.0,United Kingdom
578429,20724,RED RETROSPOT CHARLOTTE BAG,10,24-11-2011 12:12,0.85,16271.0,United Kingdom
545987,21658,GLASS  BEURRE DISH,6,08-03-2011 12:51,3.39,17389.0,United Kingdom
557626,23256,CHILDRENS CUTLERY SPACEBOY ,4,21-06-2011 14:29,4.15,14175.0,United Kingdom
566789,23051,RECYCLED ACAPULCO MAT BLUE,2,15-09-2011 10:35,8.25,13134.0,United Kingdom
546426,22784,LANTERN CREAM GAZEBO ,1,13-03-2011 13:46,4.95,13708.0,United Kingdom
548868,22088,PAPER BUNTING COLOURED LACE,6,04-04-2011 14:28,2.95,13015.0,United Kingdom
566408,79063C,"RETRO PILL BOX KEY CHAIN,THE KING",5,12-09-2011 13:43,0.19,16984.0,United Kingdom
547100,21041,RED RETROSPOT OVEN GLOVE DOUBLE,6,21-03-2011 10:31,2.95,15615.0,United Kingdom
580727,21899,GARAGE KEY FOB,2,05-12-2011 17:17,1.63,14096.0,United Kingdom
538846,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,2,14-12-2010 13:22,2.55,14606.0,United Kingdom
560223,23284,DOORMAT KEEP CALM AND COME IN,1,15-07-2011 15:32,7.95,16904.0,United Kingdom
561094,22467,GUMBALL COAT RACK,12,25-07-2011 10:04,2.55,12474.0,Germany
573094,22371,AIRLINE BAG VINTAGE TOKYO 78,1,27-10-2011 14:39,4.25,15707.0,United Kingdom
550773,22386,JUMBO BAG PINK POLKADOT,10,20-04-2011 13:15,2.08,17567.0,United Kingdom
544717,22519,CHILDS GARDEN BRUSH PINK,6,23-02-2011 10:44,2.1,18172.0,United Kingdom
546542,82580,BATHROOM METAL SIGN,2,14-03-2011 15:13,0.55,13263.0,United Kingdom
578811,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,12,25-11-2011 13:28,1.45,12438.0,Norway
551033,21937,STRAWBERRY   PICNIC BAG,5,26-04-2011 11:32,2.95,15039.0,United Kingdom
569124,84660A,WHITE STITCHED WALL CLOCK,20,30-09-2011 13:15,0.79,15172.0,United Kingdom
553183,22230,JIGSAW TREE WITH WATERING CAN,12,15-05-2011 12:31,0.85,16076.0,United Kingdom
570333,23130,MISTLETOE HEART WREATH GREEN,1,10-10-2011 12:19,4.15,18126.0,United Kingdom
570499,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6,11-10-2011 09:19,2.1,12772.0,Portugal
574354,85035C,ROSE 3 WICK MORRIS BOX CANDLE,30,04-11-2011 10:47,1.25,17203.0,United Kingdom
538508,22301,COFFEE MUG CAT + BIRD DESIGN,2,12-12-2010 13:32,2.55,15998.0,United Kingdom
581174,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,07-12-2011 15:08,4.95,13769.0,United Kingdom
566849,22809,SET OF 6 T-LIGHTS SANTA,6,15-09-2011 12:03,2.95,16341.0,United Kingdom
550914,22992,REVOLVER WOODEN RULER ,1,21-04-2011 13:29,1.95,17061.0,United Kingdom
553202,84987,SET OF 36 TEATIME PAPER DOILIES,1,15-05-2011 16:02,1.45,15854.0,United Kingdom
569524,23118,PARISIENNE JEWELLERY DRAWER ,1,04-10-2011 14:42,7.5,14506.0,United Kingdom
551693,22363,GLASS JAR MARMALADE ,6,03-05-2011 13:36,2.95,15582.0,United Kingdom
577228,22818,CARD CHRISTMAS VILLAGE,24,18-11-2011 12:07,0.42,12391.0,Cyprus
551014,22045,SPACEBOY GIFT WRAP,25,26-04-2011 11:04,0.42,13209.0,United Kingdom
544165,22359,GLASS JAR KINGS CHOICE,6,16-02-2011 13:11,2.95,14210.0,United Kingdom
563555,21731,RED TOADSTOOL LED NIGHT LIGHT,4,17-08-2011 13:21,1.65,16755.0,United Kingdom
579754,22386,JUMBO BAG PINK POLKADOT,4,30-11-2011 14:52,2.08,17911.0,United Kingdom
573364,84879,ASSORTED COLOUR BIRD ORNAMENT,6,30-10-2011 13:09,1.69,14710.0,United Kingdom
552254,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,08-05-2011 10:21,2.08,16168.0,United Kingdom
574945,23355,HOT WATER BOTTLE KEEP CALM,4,08-11-2011 08:18,4.95,15434.0,United Kingdom
541291,21181,PLEASE ONE PERSON METAL SIGN,12,17-01-2011 13:25,2.1,14667.0,United Kingdom
563755,22229,BUNNY WOODEN PAINTED WITH FLOWER ,12,19-08-2011 10:58,0.39,17612.0,United Kingdom
536587,21982,PACK OF 12 SUKI TISSUES ,24,01-12-2010 16:33,0.29,14142.0,United Kingdom
578620,22866,HAND WARMER SCOTTY DOG DESIGN,2,24-11-2011 15:21,2.1,17247.0,United Kingdom
554700,22467,GUMBALL COAT RACK,36,26-05-2011 09:18,2.1,12613.0,Germany
543023,22822,CREAM WALL PLANTER HEART SHAPED,4,02-02-2011 14:38,5.95,15270.0,United Kingdom
553869,85099B,JUMBO BAG RED RETROSPOT,20,19-05-2011 14:27,2.08,15394.0,United Kingdom
544044,21524,DOORMAT SPOTTY HOME SWEET HOME,1,15-02-2011 12:05,7.95,14659.0,United Kingdom
540671,84978,HANGING HEART JAR T-LIGHT HOLDER,108,10-01-2011 15:35,1.06,17739.0,United Kingdom
551305,21394,RED POLKADOT BEAKER ,48,27-04-2011 14:58,0.39,16145.0,United Kingdom
562263,23061,VINTAGE EMBOSSED HEART,6,03-08-2011 15:45,1.25,17514.0,United Kingdom
568200,23395,BELLE JARDINIERE CUSHION COVER,8,25-09-2011 14:58,3.75,16198.0,United Kingdom
541631,21121,SET/10 RED POLKADOT PARTY CANDLES,24,20-01-2011 10:47,1.25,12637.0,France
537137,21257,VICTORIAN SEWING BOX MEDIUM,2,05-12-2010 12:43,7.95,16327.0,United Kingdom
573330,21257,VICTORIAN SEWING BOX MEDIUM,2,30-10-2011 11:22,7.95,16923.0,United Kingdom
538796,22937,BAKING MOULD CHOCOLATE CUPCAKES,6,14-12-2010 11:43,2.55,17041.0,United Kingdom
545428,22652,TRAVEL SEWING KIT,10,02-03-2011 14:43,1.65,14239.0,United Kingdom
557751,23306,SET OF 36 DOILIES PANTRY DESIGN,12,22-06-2011 12:56,1.45,14092.0,United Kingdom
555264,22320,BIRDS MOBILE VINTAGE DESIGN,1,01-06-2011 16:03,5.95,17757.0,United Kingdom
557309,21212,PACK OF 72 RETROSPOT CAKE CASES,24,19-06-2011 15:15,0.55,16493.0,United Kingdom
554795,21539,RED RETROSPOT BUTTER DISH,6,26-05-2011 12:46,4.95,14210.0,United Kingdom
568829,23352,ROLL WRAP 50'S RED CHRISTMAS ,12,29-09-2011 11:33,1.25,17633.0,United Kingdom
578943,22697,GREEN REGENCY TEACUP AND SAUCER,1,27-11-2011 13:35,2.95,15009.0,United Kingdom
559372,22400,MAGNETS PACK OF 4 HOME SWEET HOME,12,08-07-2011 10:23,0.39,12461.0,Switzerland
546739,21094,SET/6 RED SPOTTY PAPER PLATES,96,16-03-2011 12:12,0.64,17511.0,United Kingdom
572242,23564,EGG CUP MILKMAID INGRID,12,21-10-2011 15:36,1.25,15677.0,United Kingdom
556056,20750,RED RETROSPOT MINI CASES,1,08-06-2011 13:35,7.95,17841.0,United Kingdom
558182,22791,T-LIGHT GLASS FLUTED ANTIQUE,120,27-06-2011 12:11,1.06,17386.0,United Kingdom
553946,22037,ROBOT BIRTHDAY CARD,12,20-05-2011 10:48,0.42,15601.0,United Kingdom
572558,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,25-10-2011 08:26,0.65,14286.0,United Kingdom
554367,47589,CONGRATULATIONS BUNTING,9,24-05-2011 10:24,5.45,13089.0,United Kingdom
561867,22999,TRAVEL CARD WALLET VINTAGE LEAF,3,31-07-2011 10:59,0.42,16931.0,United Kingdom
565218,22507,MEMO BOARD RETROSPOT  DESIGN,4,01-09-2011 17:45,4.95,12739.0,United Arab Emirates
C580917,22558,CLOTHES PEGS RETROSPOT PACK 24 ,-1,06-12-2011 13:57,1.65,13362.0,United Kingdom
543912,21527,RED RETROSPOT TRADITIONAL TEAPOT ,12,14-02-2011 12:53,6.95,16701.0,United Kingdom
550621,85152,HAND OVER THE CHOCOLATE   SIGN ,1,19-04-2011 13:41,2.1,13263.0,United Kingdom
559656,22413,METAL SIGN TAKE IT OR LEAVE IT ,12,11-07-2011 12:57,2.95,13675.0,United Kingdom
576599,23439,HAND WARMER RED LOVE HEART,24,15-11-2011 15:06,2.1,14544.0,United Kingdom
570448,22694,WICKER STAR ,6,10-10-2011 14:55,2.1,13224.0,United Kingdom
577544,22534,MAGIC DRAWING SLATE SPACEBOY ,4,20-11-2011 14:43,0.42,17758.0,United Kingdom
549577,20981,12 PENCILS TALL TUBE WOODLAND,12,11-04-2011 08:16,0.85,14286.0,United Kingdom
561874,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,24,31-07-2011 12:02,1.25,16255.0,United Kingdom
544455,21657,MILK BOTTLE WITH GLASS STOPPER ,1,20-02-2011 13:18,6.95,13097.0,United Kingdom
546643,22846,BREAD BIN DINER STYLE RED ,1,15-03-2011 13:23,16.95,16214.0,United Kingdom
561455,22560,TRADITIONAL MODELLING CLAY,24,27-07-2011 11:58,1.25,15095.0,United Kingdom
573576,85053,FRENCH ENAMEL CANDLEHOLDER,1,31-10-2011 14:09,4.13,14096.0,United Kingdom
C569939,22784,LANTERN CREAM GAZEBO ,-1,06-10-2011 17:57,4.95,14883.0,United Kingdom
538811,21429,RED GINGHAM ROSE JEWELLERY BOX,16,14-12-2010 12:22,1.65,13178.0,United Kingdom
576189,72132,COLUMBIAN CUBE CANDLE,2,14-11-2011 11:33,1.95,14684.0,United Kingdom
578270,35970,ZINC FOLKART SLEIGH BELLS,5,23-11-2011 13:39,4.13,14096.0,United Kingdom
548450,21908,CHOCOLATE THIS WAY METAL SIGN,12,31-03-2011 11:20,2.1,15856.0,United Kingdom
551816,22900, SET 2 TEA TOWELS I LOVE LONDON ,6,04-05-2011 11:50,3.25,15906.0,United Kingdom
553351,21900,"KEY FOB , SHED",2,16-05-2011 13:35,0.65,18118.0,United Kingdom
536415,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,01-12-2010 11:57,3.75,12838.0,United Kingdom
552642,23171,REGENCY TEA PLATE GREEN ,12,10-05-2011 13:22,1.65,14288.0,United Kingdom
578696,23346,SPACEBOY BEAKER,12,25-11-2011 10:02,1.25,13985.0,United Kingdom
562161,22386,JUMBO BAG PINK POLKADOT,1,03-08-2011 11:58,2.08,17841.0,United Kingdom
539053,22093,MOTORING TISSUE BOX,1,15-12-2010 16:32,1.25,16725.0,United Kingdom
572552,22356,CHARLOTTE BAG PINK POLKADOT,2,24-10-2011 17:07,1.63,14096.0,United Kingdom
536607,22423,REGENCY CAKESTAND 3 TIER,1,02-12-2010 09:29,12.75,17732.0,United Kingdom
580956,21985,PACK OF 12 HEARTS DESIGN TISSUES ,2,06-12-2011 14:23,0.39,17841.0,United Kingdom
